SELECT A.unique_id, B.name FROM Employees AS B LEFT JOIN EmployeeUNI AS A ON A.id=B.id
SELECT e2.unique_id, e.name FROM Employees e LEFT JOIN EmployeeUNI e2 ON e.id = e2.id
SELECT e2.unique_id, e1.name FROM Employees e1 LEFT JOIN EmployeeUNI e2 ON e1.id = e2.id
SELECT e2.unique_id, name FROM Employees e LEFT JOIN EmployeeUNI e2 ON e.id=e2.id
SELECT eUNI.unique_id, emp.name FROM Employees AS emp LEFT JOIN EmployeeUNI AS eUNI ON emp.id = eUNI.id
SELECT eUni.unique_id, e.name FROM Employees as e LEFT JOIN EmployeeUNI as eUni ON e.id = eUni.id
SELECT e_uni.unique_id, e.name FROM EmployeeUNI AS e_uni RIGHT JOIN Employees AS e ON e_uni.id = e.id
SELECT emp_uni.unique_id, emp.name FROM EmployeeUNI emp_uni RIGHT JOIN Employees emp USING(id)
SELECT en.unique_id,e.name FROM Employees e LEFT JOIN EmployeeUNI en ON e.id = en.id
SELECT eu.unique_id unique_id, e.name name FROM Employees e LEFT JOIN EmployeeUNI eu ON e.id = eu.id
SELECT eu.unique_id, e.name FROM EmployeeUNI as eu RIGHT JOIN Employees as e ON eu.id=e.id
SELECT eu.unique_id, e.name FROM EmployeeUNI eu RIGHT JOIN Employees e ON eu.id = e.id
SELECT eu.unique_id, e.name FROM Employees AS e LEFT JOIN EmployeeUNI AS eu ON eu.id = e.id
SELECT eu.unique_id, e.name FROM Employees AS e LEFT JOIN EmployeeUNI as eu ON eu.id = e.id
SELECT eu.unique_id, e.name FROM Employees as e LEFT JOIN EmployeeUNI as eu ON e.id = eu.id
SELECT eu.unique_id, e.name FROM Employees as e LEFT JOIN EmployeeUNI as eu ON e.id = eu.id ORDER BY e.name
SELECT eu.unique_id, e.name FROM Employees e LEFT JOIN EmployeeUNI EU using(id)
SELECT eu.unique_id, e.name FROM Employees e LEFT JOIN EmployeeUNI eu ON e.id = eu.id
SELECT eu.unique_id, e.name FROM Employees e LEFT JOIN EmployeeUNI eu ON e.id=eu.id
SELECT eu.unique_id, e.name FROM Employees e LEFT JOIN EmployeeUNI eu on e.id = eu.id
SELECT eu.unique_id, e.name FROM employees e LEFT JOIN EmployeeUNI eu ON e.id=eu.id
SELECT eu.unique_id, e.name FROM employees e LEFT JOIN EmployeeUNI eu ON eu.id = e.id
SELECT eu.unique_id, e.name FROM employees e LEFT JOIN employeeUNI eu on e.id = eu.id
SELECT eu.unique_id, e.name FROM employees e LEFT JOIN employeeuni eu ON e.id = eu.id
SELECT eu.unique_id, name FROM Employees e LEFT JOIN EmployeeUNI eu ON e.id = eu.id
SELECT i.unique_id, e.name FROM Employees e LEFT JOIN EmployeeUNI i ON e.id = i.id
SELECT i.unique_id, s.name FROM Employees s LEFT JOIN EmployeeUNI i ON s.id = i.id
SELECT ifnull(b.unique_id, null) as unique_id, name FROM employees a LEFT JOIN employeeuni b ON a.id = b.id
SELECT ifnull(em.unique_id, null) as unique_id, e.name FROM Employees e left join EmployeeUNI em on e.id = em.id
SELECT name , unique_id FROM Employees E LEFT JOIN EmployeeUNI EU ON E.id = EU.id
SELECT name, unique_id FROM Employees LEFT JOIN EmployeeUNI ON Employees.id = EmployeeUNI.id
SELECT name, unique_id FROM Employees e LEFT JOIN EmployeeUNI eu ON e.id = eu.id
SELECT t1.unique_id, t2.name FROM EmployeeUNI t1 RIGHT JOIN Employees t2 ON t1.id = t2.id
SELECT t2.unique_id, t1.name FROM Employees t1 LEFT JOIN EmployeeUNI t2 ON t1.id = t2.id
SELECT u.unique_id , e.name FROM Employees e Left JOIN EmployeeUNI u ON e.id = u.id
SELECT u.unique_id , e.name FROM employees e LEFT JOIN employeeUNI u ON e.id = u.id
SELECT u.unique_id , name FROM Employees e LEFT JOIN EmployeeUNI u on u.id = e.id
SELECT u.unique_id ,e.name from employees e left join employeeuni u using (id)
SELECT u.unique_id AS unique_id, e.name AS name FROM EmployeeUNI u RIGHT OUTER JOIN Employees e ON e.id = u.id
SELECT u.unique_id AS unique_id, e.name AS name FROM Employees e LEFT JOIN EmployeeUNI u ON e.id = u.id
SELECT u.unique_id as unique_id , e.name as name FROM EmployeeUNI u RIGHT JOIN Employees e ON e.id=u.id
SELECT u.unique_id, e.name FROM EmployeeUNI u RIGHT JOIN Employees e ON u.id = e.id
SELECT u.unique_id, e.name FROM Employees as e LEFT JOIN EmployeeUNI as u ON e.id = u.id
SELECT u.unique_id, e.name FROM Employees as e left JOIN EmployeeUNI as u on e.id=u.id
SELECT u.unique_id, e.name FROM Employees e LEFT JOIN EmployeeUNI u ON e.id = u.id
SELECT u.unique_id, e.name FROM Employees e LEFT JOIN EmployeeUNI u ON e.id=u.id
SELECT u.unique_id, e.name FROM Employees e LEFT JOIN EmployeeUNI u USING (id)
SELECT u.unique_id, e.name FROM Employees e LEFT JOIN EmployeeUNI u USING(id)
SELECT u.unique_id, e.name FROM Employees e LEFT OUTER JOIN EmployeeUNI u ON e.id = u.id
SELECT u.unique_id, e.name from Employees e left join employeeuni u on u.id = e.id
SELECT u.unique_id,e.name FROM Employees e LEFT JOIN EmployeeUNI u ON e.id = u.id
SELECT uni.unique_id AS unique_id, e.name AS name FROM Employees e LEFT JOIN EmployeeUNI uni ON e.id = uni.id
SELECT uni.unique_id, e.name FROM EmployeeUNI AS uni RIGHT JOIN Employees AS e ON uni.id = e.id
SELECT uni.unique_id, e.name FROM Employees e LEFT JOIN EmployeeUNI uni ON e.id = uni.id
SELECT uni.unique_id, e.name FROM Employees e LEFT JOIN EmployeeUni uni ON e.id = uni.id
SELECT uni.unique_id, emp.name FROM Employees emp LEFT JOIN EmployeeUNI uni ON emp.id = uni.id
SELECT uni.unique_id,emp.name from EmployeeUNI uni RIGHT JOIN Employees emp ON uni.id = emp.id
SELECT unique_id , name FROM Employees LEFT JOIN EmployeeUNI USING(id)
SELECT unique_id, name FROM ( SELECT Employees.id, name, EmployeeUNI.unique_id FROM Employees LEFT JOIN EmployeeUNI on Employees.id= EmployeeUNI.id ) as new
SELECT unique_id, name FROM EmployeeUNI RIGHT JOIN Employees ON EmployeeUNI.id = Employees.id
SELECT unique_id, name FROM EmployeeUNI RIGHT JOIN Employees ON Employees.id = EmployeeUNI.id
SELECT unique_id, name FROM EmployeeUNI RIGHT JOIN Employees ON Employees.id=EmployeeUNI.id
SELECT unique_id, name FROM EmployeeUNI RIGHT JOIN Employees USING (id)
SELECT unique_id, name FROM EmployeeUNI RIGHT JOIN Employees USING(id)
SELECT unique_id, name FROM EmployeeUNI e1 RIGHT JOIN Employees e2 ON e1.id = e2.id
SELECT unique_id, name FROM Employees AS e1 LEFT JOIN EmployeeUNI AS e2 ON e1.id = e2.id
SELECT unique_id, name FROM Employees AS t1 LEFT JOIN EmployeeUNI AS t2 ON t1.id = t2.id
SELECT unique_id, name FROM Employees LEFT JOIN EmployeeUNI ON EmployeeUNI.id = Employees.id
SELECT unique_id, name FROM Employees LEFT JOIN EmployeeUNI ON Employees.Id = EmployeeUNI.Id
SELECT unique_id, name FROM Employees LEFT JOIN EmployeeUNI ON Employees.id = EmployeeUNI.id
SELECT unique_id, name FROM Employees LEFT JOIN EmployeeUNI ON Employees.id=EmployeeUNI.id
SELECT unique_id, name FROM Employees LEFT JOIN EmployeeUNI USING (id)
SELECT unique_id, name FROM Employees LEFT JOIN EmployeeUNI USING(id)
SELECT unique_id, name FROM Employees LEFT JOIN EmployeeUNI on Employees.id = EmployeeUNI.id
SELECT unique_id, name FROM Employees S LEFT OUTER JOIN EmployeeUNI T ON S.id = T.id
SELECT unique_id, name FROM Employees a LEFT JOIN EmployeeUNI b ON a.id = b.id
SELECT unique_id, name FROM Employees a Left JOIN EmployeeUNI b ON a.id = b.id
SELECT unique_id, name FROM Employees as a LEFT JOIN EmployeeUNI as b ON a.id = b.id
SELECT unique_id, name FROM Employees as e1 LEFT JOIN EmployeeUNI e2 ON e1.id = e2.id
SELECT unique_id, name FROM Employees e LEFT JOIN EmployeeUNI ei ON e.id = ei.id
SELECT unique_id, name FROM Employees e LEFT JOIN EmployeeUNI eu ON e.id = eu.id
SELECT unique_id, name FROM Employees e LEFT JOIN EmployeeUNI i ON e.id = i.id
SELECT unique_id, name FROM Employees e LEFT JOIN EmployeeUNI u ON e.id = u.id
SELECT unique_id, name FROM Employees e LEFT JOIN EmployeeUNI u ON u.id = e.id
SELECT unique_id, name FROM Employees e LEFT JOIN EmployeeUNI u USING (id)
SELECT unique_id, name FROM Employees e LEFT JOIN EmployeeUNI u on e.id=u.id
SELECT unique_id, name FROM Employees e1 LEFT JOIN EmployeeUNI e2 ON e1.id = e2.id
SELECT unique_id, name FROM Employees emp LEFT JOIN EmployeeUNI emp_uni ON emp.id = emp_uni.id
SELECT unique_id, name FROM Employees employees LEFT JOIN EmployeeUNI employee_uni ON employees.id = employee_uni.id
SELECT unique_id, name FROM employees E LEFT JOIN employeeuni EU ON E.id=EU.id ORDER BY name ASC
SELECT unique_id, name FROM employees LEFT JOIN EmployeeUNI ON Employees.id = EmployeeUNI.id
SELECT unique_id, name FROM employees e LEFT JOIN employeeuni eu USING(id)
SELECT unique_id, name FROM employees e LEFT JOIN employeeuni uni ON uni.id = e.id
SELECT unique_id, name from Employees LEFT JOIN EmployeeUNI ON IF(Employees.id = EmployeeUNI.id, EmployeeUNI.id, null)
SELECT unique_id, name from Employees left join EmployeeUNI on EmployeeUNI.id = Employees.id
SELECT unique_id, name from Employees left join EmployeeUNI on Employees.id=EmployeeUNI.id
SELECT unique_id,name FROM Employees LEFT JOIN EmployeeUNI ON Employees.id=EmployeeUNI.id
SELECT unique_id,name FROM Employees LEFT JOIN EmployeeUNI USING(id)
SELECT unique_id,name FROM employees LEFT JOIN employeeUNI ON employees.id = employeeUNI.id
Select (Select unique_id from EmployeeUNI u where u.id = e.id) as unique_id, name From Employees e
Select EmployeeUNI.unique_id AS unique_id, Employees.name AS name From Employees Left Join EmployeeUNI On Employees.id = EmployeeUNI.id
Select EmployeeUNI.unique_id, Employees.name From Employees Left Join EmployeeUNI On Employees.id = EmployeeUNI.id
Select Employees.name, EmployeeUNI.unique_id from Employees left join EmployeeUNI ON Employees.id=EmployeeUNI.id
Select b.unique_id, a.name from Employees as a LEFT JOIN EmployeeUNI as b ON a.id = b.id
Select e2.unique_id, e1.name from Employees e1 LEFT JOIN EmployeeUNI e2 ON e1.id = e2.id
Select en.unique_id, e.name FROM EmployeeUNI en Right Join Employees e ON en.id = e.id
Select eu.unique_id as unique_id, e.name as name From Employees e left join EmployeeUNI eu on e.id = eu.id
Select eu.unique_id, e.name From Employees as e Left Join EmployeeUNI as eu on e.id = eu.id
Select eu.unique_id,e.name from employees e left join employeeUNI eu on e.id=eu.id
Select i.unique_id, e.name from EmployeeUNI i right join Employees e on (i.id = e.id)
Select t2.unique_id, t1.name from Employees as t1 left join EmployeeUNI as t2 on t1.id= t2.id
Select u.unique_id,e.name from Employees e LEFT JOIN EmployeeUNI u on e.id = u.id
Select unique_id , name from EmployeeUNI u right join employees e on u.id=e.id
Select unique_id, name From Employees Left Join EmployeeUNI On Employees.id = EmployeeUNI.id
Select unique_id, name From Employees Left Join EmployeeUNI on Employees.id=EmployeeUNI.id
Select unique_id, name From Employees left join EmployeeUNI on Employees.id=EmployeeUNI.id
Select unique_id, name from EmployeeUNI right join Employees on EmployeeUNI.id = Employees.id
Select unique_id, name from Employees E left Outer Join EmployeeUNI U ON E.id = U.id
select (select unique_id from EmployeeUNI u where e.id = u.id) as unique_id, name from Employees e
select B.unique_id, A.name from Employees A left join EmployeeUNI B on A.id = B.id
select EN.unique_id, E.name from EmployeeUNI EN RIGHT JOIN Employees E ON E.id = EN.id
select EU.unique_id as unique_id, E.name from Employees E left join EmployeeUNI EU on E.id = EU.id
select EmployeeUNI.unique_id as unique_id, Employees.name as name from Employees LEFT OUTER JOIN EmployeeUNI ON Employees.id=EmployeeUNI.id
select EmployeeUNI.unique_id, Employees.name FROM EmployeeUNI RIGHT JOIN Employees ON Employees.id = EmployeeUNI.id
select EmployeeUNI.unique_id, Employees.name from EmployeeUNI Right Join Employees On EmployeeUNI.id = Employees.id
select EmployeeUNI.unique_id, Employees.name from EmployeeUNI right join Employees on EmployeeUNI.id = Employees.id
select EmployeeUNI.unique_id, Employees.name from Employees Left Join EmployeeUNI on Employees.id = EmployeeUNI.id
select EmployeeUNI.unique_id, Employees.name from Employees left join EmployeeUNI on Employees.id = EmployeeUNI.id
select EmployeeUNI.unique_id, Employees.name from Employees left outer join EmployeeUNI on Employees.id = EmployeeUNI.id
select EmployeeUNI.unique_id, name from Employees left join EmployeeUNI on Employees.id = EmployeeUNI.id
select EmployeeUNI.unique_id,Employees.name from Employees left join EmployeeUNI on Employees.id = EmployeeUNI.id
select EmployeeUNITable.unique_id as unique_id, EmployeesTable.name from Employees EmployeesTable left join EmployeeUNI EmployeeUNITable on EmployeesTable.id = EmployeeUNITable.id
select Employees.name, EmployeeUNI.unique_id from Employees left join EmployeeUNI on Employees.id = EmployeeUNI.id
select Eu.unique_id,Ey.name from Employees as Ey left join EmployeeUNI as Eu on Ey.id = Eu.id
select IFNULL(unique_id, null) as unique_id, employees.name from employees left join employeeuni on employeeuni.id = employees.id
select U.unique_id, E.name from Employees E left join EmployeeUNI U on U.id = E.id
select Unique_id, name from Employees as e left join EmployeeUNI as e1 on e.id=e1.id
select a.name, b.unique_id from employees as a left join employeeUNI as b on a.id=b.id
select a.unique_id , e.name from Employees e left join EmployeeUNI a on e.id = a.id
select a.unique_id ,b.name from EmployeeUNI a right join Employees b on a.id=b.id
select a.unique_id, b.name from EmployeeUNI a right join Employees b on a.id = b.id
select a.unique_id, b.name from EmployeeUNI a right join Employees b on a.id=b.id
select a.unique_id, b.name from EmployeeUNI as a right outer join Employees as b on a.id = b.id
select a.unique_id, b.name from employeeuni a right join employees b on a.id=b.id
select a.unique_id, b.name from employeeuni as a right join employees as b on a.id=b.id
select a.unique_id,name from employeeUNI a right join employees b on a.id=b.id
select b.unique_id ,a.name from employees a left join EmployeeUNI b on a.id = b.id
select b.unique_id as unique_id , a.name as name from Employees a left outer join EmployeeUNI b on a.id = b.id
select b.unique_id as unique_id, a.name as name from employees a left join employeeuni b on a.id=b.id
select b.unique_id as unique_id, a.name as name from employees a left join employeeuni b on b.id=a.id
select b.unique_id, a.name from EmployeeUNI b right join Employees a on b.id = a.id
select b.unique_id, a.name from Employees a left join EmployeeUNI b on a.id = b.id
select b.unique_id, a.name from Employees a left join EmployeeUNI b on a.id=b.id
select b.unique_id, a.name from Employees a left join EmployeeUNI b using (id)
select b.unique_id, a.name from Employees a left outer join EmployeeUNI b on a.id = b.id
select b.unique_id, a.name from Employees as a LEFT JOIN EmployeeUNI as b on a.id = b.id
select b.unique_id, a.name from Employees as a left join EmployeeUNI as b on a.id = b.id
select b.unique_id, a.name from employees a left join employeeUNI b on a.id = b.id
select b.unique_id, a.name from employees a left join employeeuni b on a.id = b.id
select b.unique_id, a.name from employees a left join employeeuni b on a.id=b.id
select b.unique_id,a.name From Employees a left JOin EmployeeUNI b on a.id =b.id
select b.unique_id,a.name from Employees a left join EmployeeUNI b on a.id=b.id
select b.unique_id,a.name from Employees as a left join EmployeeUNI as b on a.id = b.id
select coalesce(b.unique_id, null) as unique_id, a.name from employees a left join employeeUNI b on a.id = b.id
select coalesce(e2.unique_id, null) as unique_id, e1.name from Employees e1 left join EmployeeUNI e2 on e1.id = e2.id
select coalesce(e2.unique_id,Null) as unique_id, e1.name from Employees e1 left join EmployeeUNI e2 on e1.id = e2.id
select coalesce(eu.unique_id) as 'unique_id', e.name as 'name' from Employees e left join EmployeeUNI eu on e.id=eu.id
select coalesce(eu.unique_id,null,null) as 'unique_id', e.name as 'name' from Employees e left join EmployeeUNI eu on e.id=eu.id
select coalesce(t2.unique_id, null) as unique_id, t1.name from employees t1 left join employeeUNI t2 on t1.id = t2.id order by 2
select coalesce(u.unique_id,null) as unique_id , name from employees e left join employeeUNI u on e.id=u.id
select e.name, eu.unique_id from employees e left join employeeuni eu on e.id = eu.id
select e.name, euni.unique_id from employees e left join employeeuni euni on e.id = euni.id
select e.name, u.unique_id from Employees e left join EmployeeUNI u on u.id = e.id
select e.unique_id as unique_id,name from employees s left join employeeUNI e on e.id=s.id
select e.unique_id,e2.name from Employees e2 LEFT JOIN EmployeeUNI e on e2.id=e.id
select e.unique_id,s.name from EmployeeUNI e right join Employees s on e.id = s.id
select e2.Unique_id, e1.name from Employees e1 left join EmployeeUNI e2 on e1.id=e2.id
select e2.unique_id as unique_id, e1.name from Employees e1 left join employeeUNI e2 on e1.id = e2.id
select e2.unique_id, e1.name from Employees as e1 left join EmployeeUNI as e2 using(id)
select e2.unique_id, e1.name from Employees e1 Left outer join EmployeeUNI e2 on e1.id = e2.id
select e2.unique_id, e1.name from Employees e1 left join EmployeeUNI e2 on e1.id = e2.id
select e2.unique_id, e1.name from Employees e1 left join EmployeeUNI e2 on e1.id=e2.id
select e2.unique_id,e1.name from Employees e1 left join EmployeeUNI e2 on e1.id = e2.id
select e2.unique_id,e1.name from Employees e1 left join EmployeeUNI e2 on e1.id=e2.id
select e2.unique_id,e1.name from employees as e1 left join employeeUNI as e2 on e1.id=e2.id
select ee.unique_id as unique_id, e.name as name from employeeUNI ee right join employees e on ee.id = e.id
select em.unique_id, e.name from Employees e left join EmployeeUNI em on e.id = em.id
select em.unique_id, e.name from Employees e left outer join EmployeeUNI em on e.id = em.id
select emp.name, empuni.unique_id from EmployeeUNI empuni right join Employees emp on emp.id = empuni.id
select emp.unique_id, e.name from EmployeeUNI as emp right join Employees as e on emp.id = e.id
select empIn.unique_id, emp.name from Employees emp left join EmployeeUNI empIn on emp.id = empIn.id
select employeeUNI.unique_id as unique_id , employees.name from employees left join employeeUNI on employees.id = employeeUNI.id
select employeeUNI.unique_id, employees.name from employees left join employeeUNI on employees.id = employeeUNI.id
select employeeUNI.unique_id,employees.name from employees left join employeeUNI on employees.id=employeeUNI.id
select employeeuni.unique_id as unique_id, employees.name as name from employees left join employeeUNI on employees.id = employeeuni.id
select employeeuni.unique_id,employees.name from employees left join employeeuni on employees.id=employeeuni.id
select emu.unique_id, em.name from Employees em left join EmployeeUNI emu on em.id=emu.id
select en.unique_id,e.name from employees e left join employeeuni en on e.id = en.id
select eni.unique_id, emp.name from Employees emp left join EmployeeUNI eni on emp.id = eni.id
select eu.unique_id , e.name from employees e left outer join employeeUNI eu on e.id = eu.id
select eu.unique_id, e.name from Employees as e left join EmployeeUNI as eu on e.id = eu.id
select eu.unique_id, e.name from Employees as e left join EmployeeUNI as eu on e.id=eu.id
select eu.unique_id, e.name from Employees as e left join EmployeeUNI as eu on eu.id = e.id
select eu.unique_id, e.name from Employees as e left join EmployeeUNI as eu using (id)
select eu.unique_id, e.name from Employees e left join EmployeeUNI eu on e.id = eu.id
select eu.unique_id, e.name from Employees e left join EmployeeUNI eu on e.id=eu.id
select eu.unique_id, e.name from Employees e left join EmployeeUNI eu on eu.id = e.id
select eu.unique_id, e.name from employees as e left join employeeuni as eu on e.id = eu.id
select eu.unique_id, e.name from employees e left join employeeUNI eu on e.id = eu.id
select eu.unique_id, e.name from employeeuni eu right join employees e on eu.id= e.id
select eu.unique_id, e.name from employeeuni eu right outer join employees e on e.id = eu.id
select eu.unique_id,e.name from EmployeeUNI eu right join Employees e on eu.id = e.id
select eu.unique_id,e.name from EmployeeUNI eu right join employees e on eu.id=e.id
select eu.unique_id,e.name from Employees as e left join EmployeeUNI as eu on eu.id=e.id
select eu.unique_id,e.name from Employees e left join EmployeeUNI eu on eu.id = e.id
select eu.unique_id,e.name from Employees e left join EmployeeUNI eu using(id)
select eu.unique_id,e.name from employees as e left join employeeUNI as eu on e.id=eu.id
select eu.unique_id,e.name from employees e left join employeeUNI eu on e.id=eu.id
select euni.unique_id, e.name from Employees as e left outer join employeeuni as euni on e.id = euni.id
select euni.unique_id,e.name from Employees as e left join EmployeeUNI as euni on e.id = euni.id
select i.unique_id , e.name from employees e left join employeeuni i on e.id =i.id
select if(EU.unique_id is null,null,EU.unique_id) as 'unique_id', e1.name from Employees e1 left join EmployeeUNI EU on e1.id=EU.id
select ifnull(e.unique_id,null) as unique_id, e1.name from Employees e1 left outer join EmployeeUNI e on e. id= e1.id
select ifnull(e2.unique_id,null) as unique_id ,e1.name from Employees as e1 left join EmployeeUNI as e2 on e1.id = e2.id
select ifnull(null,eu.unique_id) as unique_id, e.name from employees e left join EmployeeUNI eu on e.id=eu.id order by unique_id DESC
select ifnull(unique_id, NULL) as unique_id, name from Employees e left join EmployeeUNI e1 on e.id = e1.id
select ifnull(unique_id,null) as unique_id, name from employees e left join employeeuni eu on e.id = eu.id
select name, unique_id from Employees a left join EmployeeUNI b on a.id = b.id
select name, unique_id from Employees e left join EmployeeUNI eu on e.id = eu.id
select name, unique_id from Employees e left join EmployeeUNI eu on eu.id = e.id
select name, unique_id from Employees left outer join EmployeeUni on Employees.id = EmployeeUNI.id
select name, unique_id from employees e left join employeeuni e1 on e.id = e1.id
select name, unique_id from employees e left join employeeuni eu on e.id=eu.id
select name,unique_id from Employees e1 left join EmployeeUNI e2 on e1.id=e2.id
select name,unique_id from employees e left join employeeUNI u on e.id=u.id
select s.unique_id, e.name from Employees e left join EmployeeUNI s on e.id=s.id
select t2.unique_id, t1.name from Employees as t1 left join EmployeeUNI as t2 on t1.id = t2.id
select t2.unique_id, t1.name from Employees as t1 left join EmployeeUNI t2 on t1.id = t2.id
select u.unique_id , e.name from Employees as e left outer join EmployeeUNI as u on e.id = u.id
select u.unique_id , e.name from employees AS e left join employeeuni AS u on e.id = u.id
select u.unique_id as unique_id, e.name as name from EmployeeUNI u right outer join Employees e on e.id = u.id
select u.unique_id as unique_id, e.name as name from Employees as e left join EmployeeUNI as u on e.id = u.id
select u.unique_id as unique_id, e.name as name from Employees e left outer join EmployeeUNI u on e.id = u.id
select u.unique_id as unique_id, e.name from Employees e left join EmployeeUNI u on e.id = u.id
select u.unique_id as unique_id, e.name from employees as e left join employeeuni as u on e.id=u.id
select u.unique_id, e.name FROM employees e LEFT JOIN employeeUNI u USING(id)
select u.unique_id, e.name from EmployeeUNI u right join Employees e on u.id = e.id
select u.unique_id, e.name from Employees as e left join EmployeeUNI u on e.id = u.id
select u.unique_id, e.name from Employees e LEFT JOIN EmployeeUNI u ON e.id = u.id
select u.unique_id, e.name from Employees e left join EmployeeUNI u on e.id = u.id
select u.unique_id, e.name from Employees e left join EmployeeUNI u on e.id=u.id
select u.unique_id, e.name from Employees e left join EmployeeUNI u on u.id = e.id
select u.unique_id, e.name from Employees e left join EmployeeUNI u using(id)
select u.unique_id, e.name from employees as e LEFT JOIN EmployeeUni as u on e.id = u.id
select u.unique_id, e.name from employees as e left join EmployeeUNI as u on e.id = u.id
select u.unique_id, e.name from employees as e left join employeeuni as u on e.id = u.id
select u.unique_id, e.name from employees e left join EmployeeUNI u on e.id = u.id
select u.unique_id, e.name from employees e left join EmployeeUNI u on u.id = e.id
